Name,ISIN,Symbol,Market,Currency,Open Price,High Price,low Price,last Price,last Trade MIC Time,Time Zone,Volume,Turnover,Closing Price,Closing Price DateTime
28 Jan 2024,,,,,,,,,,,,,,
All datapoints provided as of end of last active trading day.,,,,,,,,,,,,,,
JCDECAUX,FR0000077919,DEC,Euronext Paris,EUR,19.47,19.60,18.74,18.87,26/01/2024 17:35,CET,208331,3967160.43,18.87,26/01/2024
JCDECAUX,FR0000077919,2DEC,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,18.87,26/01/2024
JDE PEET'S,NL0014332678,JDEP,Euronext Amsterdam,EUR,22.34,22.66,22.24,22.58,26/01/2024 17:35,CET,183608,4130473.04,22.58,26/01/2024
JDE PEET'S,NL0014332678,2JDEP,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,22.58,26/01/2024
JENOPTIK,DE000A2NB601,1JEN,Euronext Global Equity Market,EUR,27.70,27.70,27.70,27.70,18/01/2024 16:14,CET,20,554.00,30.00,26/01/2024
JENOPTIK,DE000A2NB601,4JEN,EuroTLX,EUR,-,-,-,30.22,07/09/2023 00:00,CET,-,-,29.98,26/01/2024
JENOPTIK,DE000A2NB601,2JEN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,30.00,26/01/2024
JENSEN-GROUP,BE0003858751,JEN,Euronext Brussels,EUR,33.10,33.50,33.00,33.10,26/01/2024 17:35,CET,435,14415.00,33.10,26/01/2024
JETBLUE AIRWAYS,US4771431016,1JAM,Euronext Global Equity Market,EUR,4.3355,4.3355,4.3355,4.3355,18/01/2024 15:36,CET,100,433.55,5.004,26/01/2024
JETBLUE AIRWAYS,US4771431016,2JAM,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,5.004,26/01/2024
JETBLUE AIRWAYS,US4771431016,4JAM,EuroTLX,EUR,5.131,5.131,5.131,5.131,28/12/2023 11:18,CET,86,441.27,5.002,26/01/2024
JINHUI SHIPP TRANS,BMG5137R1088,JIN,Oslo Børs,NOK,7.19,7.25,7.02,7.20,26/01/2024 16:25,CET,59741,424086.49,7.20,26/01/2024
JOBMATCH,BE6348197326,-,Euronext Expert Market,EUR,1618.50,1618.50,1618.50,1618.50,16/01/2024 11:30,CET,1,1618.50,1618.50,26/01/2024
JOHNSON & JOHNSON,US4781601046,4JNJ,EuroTLX,EUR,148.80,148.80,145.90,146.30,25/01/2024 10:47,CET,54,7885.20,147.10,26/01/2024
JOHNSON & JOHNSON,US4781601046,1JNJ,Euronext Global Equity Market,EUR,145.50,147.00,145.20,147.00,25/01/2024 16:32,CET,320,46633.80,147.10,26/01/2024
JOHNSON&JOHNSON,US4781601046,2JNJ,Trading After Hours,EUR,148.00,148.00,147.60,147.60,17/01/2024 19:35,CET,66,9754.80,147.10,26/01/2024
JONIX,IT0005442741,JNX,Euronext Growth Milan,EUR,0.432,0.432,0.421,0.421,25/01/2024 13:28,CET,13200,5571.60,0.421,26/01/2024
JSA TECHNOLOGY,FR0010680033,MLJSA,Euronext Access Paris,EUR,0.54,0.54,0.54,0.54,23/01/2024 11:48,CET,538,290.52,0.54,26/01/2024
JUNGLE21,ES0105636007,MLJ21,Euronext Access Paris,EUR,3.40,3.40,3.40,3.40,28/12/2023 13:14,CET,208274,708131.60,3.40,26/01/2024
JUNIPER NETWORKS,US48203R1041,4JNPR,EuroTLX,EUR,34.70,34.70,33.81,34.21,10/01/2024 16:37,CET,434,14931.54,34.22,26/01/2024
JUNIPER NETWORKS,US48203R1041,2JNPR,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,34.23,26/01/2024
JUNIPER NETWORKS,US48203R1041,1JNPR,Euronext Global Equity Market,EUR,34.21,34.30,33.94,34.30,10/01/2024 15:30,CET,2750,93934.50,34.23,26/01/2024
JUST EAT TAKEAWAY,NL0012015705,4TKWY,EuroTLX,EUR,13.602,13.602,13.602,13.602,05/01/2024 11:21,CET,30,408.06,14.592,26/01/2024
JUST EAT TAKEAWAY,NL0012015705,TKWY,Euronext Amsterdam,EUR,14.20,14.734,14.052,14.642,26/01/2024 17:35,CET,1972916,28586593.99,14.642,26/01/2024
JUST EAT TAKEAWAY,NL0012015705,2TKWY,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,14.642,26/01/2024
JUVENTUS FC,IT0005572778,JUVE,Euronext Milan,EUR,2.21,2.2795,2.2015,2.234,26/01/2024 17:35,CET,1304353,2929128.143,2.234,26/01/2024
JÆREN SPAREBANK,NO0010359433,JAREN,Oslo Børs,NOK,278.00,280.00,278.00,280.00,26/01/2024 15:22,CET,139,38772.00,280.00,26/01/2024
K+S,DE000KSAG888,1SDF,Euronext Global Equity Market,EUR,13.15,13.15,13.15,13.15,25/01/2024 10:51,CET,115,1512.25,13.33,26/01/2024
K+S,DE000KSAG888,4SDF,EuroTLX,EUR,12.915,12.915,12.915,12.915,18/01/2024 09:10,CET,400,5166.00,13.335,26/01/2024
K+S,DE000KSAG888,2SDF,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,13.33,26/01/2024
KABELWERK EUPEN,BE0049482129,-,Euronext Expert Market,EUR,425.00,425.00,425.00,425.00,04/08/2015 11:30,CET,22,9350.00,426.00,26/01/2024
KALRAY,FR0010722819,ALKAL,Euronext Growth Paris,EUR,19.88,20.15,19.38,19.96,26/01/2024 17:35,CET,20598,405930.17,19.96,26/01/2024
KAUFMAN ET BROAD,FR0004007813,KOF,Euronext Paris,EUR,29.45,29.90,29.20,29.65,26/01/2024 17:35,CET,9438,280005.55,29.65,26/01/2024
KBC,BE0003565737,2KBC,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,60.72,26/01/2024
KBC,BE0003565737,KBC,Euronext Brussels,EUR,59.82,60.86,59.82,60.72,26/01/2024 17:38,CET,453487,27510130.82,60.72,26/01/2024
KBC ANCORA,BE0003867844,KBCA,Euronext Brussels,EUR,42.04,42.64,42.04,42.46,26/01/2024 17:35,CET,30064,1274599.64,42.46,26/01/2024
KBL EPB - ORD,LU0092281103,-,Euronext Expert Market,EUR,35.62,35.62,35.62,35.62,10/03/2015 12:00,CET,100,3562.00,35.60,26/01/2024
KBL EPB - PRIV,LU0092281442,-,Euronext Expert Market,EUR,32.10,32.10,32.10,32.10,26/05/2015 12:00,CET,100,3210.00,32.20,26/01/2024
KELLANOVA,US4878361082,1K,Euronext Global Equity Market,EUR,50.98,50.98,50.98,50.98,15/01/2024 13:04,CET,20,1019.60,50.40,26/01/2024
KELLANOVA,US4878361082,2K,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,50.40,26/01/2024
KELLANOVA,US4878361082,4K,EuroTLX,EUR,50.42,50.42,50.42,50.42,26/01/2024 17:12,CET,7,352.94,50.44,26/01/2024
KENDRION,NL0000852531,KENDR,Euronext Amsterdam,EUR,11.48,11.50,11.38,11.42,26/01/2024 17:35,CET,12727,145450.26,11.42,26/01/2024
KENMARE RESOURCES,IE00BDC5DG00,KMR,Euronext Dublin,EUR,3.72,3.72,3.60,3.60,25/01/2024 21:00,IST,1980,7385.16,3.60,26/01/2024
KERING,FR0000121485,1KER,Euronext Global Equity Market,EUR,372.40,389.15,371.00,386.50,26/01/2024 17:35,CET,1430,542242.15,386.50,26/01/2024
KERING,FR0000121485,KER,Euronext Paris,EUR,371.55,389.80,371.30,384.80,26/01/2024 17:36,CET,551777,210987378.90,384.80,26/01/2024
KERING,FR0000121485,4KER,EuroTLX,EUR,374.00,388.40,374.00,388.40,26/01/2024 16:26,CET,81,30835.85,385.95,26/01/2024
KERING,FR0000121485,2KER,Trading After Hours,EUR,377.90,377.90,362.30,362.30,25/01/2024 20:09,CET,10,3701.00,386.50,26/01/2024
KERLINK,FR0013156007,ALKLK,Euronext Growth Paris,EUR,0.947,0.947,0.88,0.88,26/01/2024 17:35,CET,31284,28416.646,0.88,26/01/2024
KERRY GROUP PLC,IE0004906560,KRZ,Euronext Dublin,EUR,80.86,81.52,80.46,81.26,26/01/2024 21:01,IST,460841,37425199.93,81.26,26/01/2024
KEURIG DR PEPPER,US49271V1008,2KDP,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,29.36,26/01/2024
KEURIG DR PEPPER,US49271V1008,1KDP,Euronext Global Equity Market,EUR,29.30,29.30,29.30,29.30,16/01/2024 15:45,CET,72,2109.60,29.36,26/01/2024
KEURIG DR PEPPER,US49271V1008,4KDP,EuroTLX,EUR,-,-,-,29.305,07/09/2023 00:00,CET,-,-,29.36,26/01/2024
KEYRUS,FR0004029411,ALKEY,Euronext Growth Paris,EUR,6.60,6.68,6.60,6.68,26/01/2024 09:02,CET,679,4519.64,6.68,26/01/2024
KEYWARE TECH.,BE0003880979,KEYW,Euronext Brussels,EUR,0.92,0.92,0.92,0.92,26/01/2024 09:58,CET,2217,2039.64,0.92,26/01/2024
KID,NO0010743545,KID,Oslo Børs,NOK,136.00,136.40,133.40,136.00,26/01/2024 16:25,CET,23833,3229038.80,136.00,26/01/2024
KINEPOLIS GROUP,BE0974274061,KIN,Euronext Brussels,EUR,41.00,41.05,40.45,40.50,26/01/2024 17:35,CET,27787,1128047.00,40.50,26/01/2024
KINGSPAN GROUP PLC,IE0004927939,KRX,Euronext Dublin,EUR,74.74,75.76,74.50,74.72,26/01/2024 21:02,IST,498464,37289237.84,74.72,26/01/2024
KION GROUP,DE000KGX8881,1KGX,Euronext Global Equity Market,EUR,39.69,39.69,39.69,39.69,22/01/2024 14:06,CET,26,1031.94,43.08,26/01/2024
KION GROUP,DE000KGX8881,4KGX,EuroTLX,EUR,42.94,42.94,42.94,42.94,26/01/2024 16:20,CET,7,300.58,43.04,26/01/2024
KION GROUP,DE000KGX8881,2KGX,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,43.08,26/01/2024
KITRON,NO0003079709,KIT,Oslo Børs,NOK,32.70,32.80,31.90,31.90,26/01/2024 16:26,CET,464738,14957698.70,31.90,26/01/2024
KKO INTERNATIONAL,FR0013374667,ALKKO,Euronext Growth Paris,EUR,0.082,0.0868,0.0804,0.0856,26/01/2024 17:25,CET,164642,13769.4044,0.0856,26/01/2024
KLA-TENCOR,US4824801009,4KLAC,EuroTLX,EUR,551.50,551.50,551.50,551.50,26/01/2024 09:29,CET,1,551.50,560.00,26/01/2024
KLA-TENCOR,US4824801009,1KLAC,Euronext Global Equity Market,EUR,554.50,554.50,554.50,554.50,26/01/2024 09:33,CET,1,554.50,559.50,26/01/2024
KLA-TENCOR,US4824801009,2KLAC,Trading After Hours,EUR,554.00,554.00,554.00,554.00,26/01/2024 19:33,CET,1,554.00,554.00,26/01/2024
KLARSEN,FR0011038348,ALKLA,Euronext Growth Paris,EUR,2.78,2.86,2.60,2.75,26/01/2024 17:35,CET,38829,105059.14,2.75,26/01/2024
KLAVENESS COMBINAT,NO0010833262,KCC,Oslo Børs,NOK,100.50,103.50,100.00,102.00,26/01/2024 16:29,CET,77321,7882723.00,102.00,26/01/2024
KLEPIERRE,FR0000121964,2LI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,23.82,26/01/2024
KLEPIERRE,FR0000121964,LI,Euronext Paris,EUR,23.70,23.94,23.49,23.82,26/01/2024 17:38,CET,683717,16282905.11,23.82,26/01/2024
KLEPIERRE REIT,FR0000121964,4LI,EuroTLX,EUR,24.35,24.35,24.35,24.35,07/09/2023 00:00,CET,52,1266.20,23.92,26/01/2024
KLM,NL0000009645,-,Euronext Expert Market,EUR,1.29,1.29,1.29,1.29,31/01/2023 11:30,CET,20,25.80,1.29,26/01/2024
KMC PROPERTIES,NO0010360175,KMCP,Oslo Børs,NOK,6.86,6.94,6.70,6.76,26/01/2024 16:25,CET,28944,198637.16,6.76,26/01/2024
KME GROUP,IT0004552359,KME,Euronext Milan,EUR,0.892,0.897,0.89,0.893,26/01/2024 17:35,CET,8996,8029.119,0.893,26/01/2024
KME GROUP RSP,IT0004552367,KMER,Euronext Milan,EUR,1.23,1.33,1.23,1.30,26/01/2024 17:36,CET,64821,81957.09,1.30,26/01/2024
KOENIG & BAUER,DE0007193500,4SKB,EuroTLX,EUR,10.74,10.74,10.74,10.74,07/11/2023 16:44,CET,94,1009.56,11.86,26/01/2024
KOENIG & BAUER,DE0007193500,1SKB,Euronext Global Equity Market,EUR,11.76,11.76,11.76,11.76,24/01/2024 16:10,CET,750,8820.00,11.84,26/01/2024
KOENIG&BAUER,DE0007193500,2SKB,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,11.84,26/01/2024
KOMPLETT,NO0011016040,KOMPL,Oslo Børs,NOK,11.00,11.00,10.52,10.86,26/01/2024 16:25,CET,18460,198680.42,10.86,26/01/2024
KOMPUESTOS,ES0105425005,ALKOM,Euronext Growth Paris,EUR,0.79,0.79,0.79,0.79,26/01/2024 09:00,CET,1,0.79,0.79,26/01/2024
KONE,FI0009013403,4KNEBV,EuroTLX,EUR,43.48,43.48,43.48,43.48,23/01/2024 13:36,CET,10,434.80,46.23,26/01/2024
KONE,FI0009013403,1KNEBV,Euronext Global Equity Market,EUR,44.89,44.89,44.89,44.89,25/01/2024 16:02,CET,10,448.90,46.16,26/01/2024
KONE,FI0009013403,2KNEBV,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,46.16,26/01/2024
KONGSBERG AUTOMOT,NO0003033102,KOA,Oslo Børs,NOK,1.875,1.895,1.864,1.871,26/01/2024 16:25,CET,1999190,3756733.719,1.871,26/01/2024
KONGSBERG GRUPPEN,NO0003043309,KOG,Oslo Børs,NOK,535.00,538.00,526.50,529.00,26/01/2024 16:25,CET,147719,78382299.00,529.00,26/01/2024
KONINKLIJKE KPN,NL0000009082,4KPN,EuroTLX,EUR,3.11,3.11,3.11,3.11,20/12/2023 09:12,CET,300,933.00,3.171,26/01/2024
KPN KON,NL0000009082,2KPN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,3.169,26/01/2024
KPN KON,NL0000009082,KPN,Euronext Amsterdam,EUR,3.157,3.174,3.154,3.169,26/01/2024 17:35,CET,11490458,36381887.944,3.169,26/01/2024
KRAFT BANK,NO0010815103,KRAB,Euronext Growth Oslo,NOK,8.05,8.40,8.00,8.40,25/01/2024 16:01,CET,39018,315089.80,8.40,26/01/2024
KROGER,US5010441013,1KR,Euronext Global Equity Market,EUR,41.64,41.64,41.64,41.64,09/01/2024 15:35,CET,40,1665.60,42.70,26/01/2024
KROGER,US5010441013,4KR,EuroTLX,EUR,42.24,42.24,42.24,42.24,19/01/2024 10:28,CET,15,633.60,42.70,26/01/2024
KROGER,US5010441013,2KR,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,42.70,26/01/2024
KRUSO KAPITAL,IT0005573800,KK,Euronext Growth Milan,EUR,1.98,1.98,1.98,1.98,25/01/2024 17:35,CET,2700,5346.00,1.98,26/01/2024
KUMULUS VAPE,FR0013419876,ALVAP,Euronext Growth Paris,EUR,7.84,7.84,7.76,7.76,26/01/2024 16:10,CET,323,2526.48,7.76,26/01/2024
KYOTO GROUP,NO0010936750,KYOTO,Euronext Growth Oslo,NOK,15.00,15.30,15.00,15.00,26/01/2024 16:25,CET,27265,415346.50,15.00,26/01/2024
L'AIR LIQUIDE,FR0000120073,4AI,EuroTLX,EUR,172.02,172.02,171.36,171.36,25/01/2024 16:00,CET,242,41548.32,171.52,26/01/2024
L'OREAL,FR0000120321,4OR,EuroTLX,EUR,428.05,428.45,427.00,427.00,24/01/2024 10:21,CET,34,14554.35,446.30,26/01/2024
L'OREAL,FR0000120321,OR,Euronext Paris,EUR,436.00,446.50,436.00,445.10,26/01/2024 17:36,CET,338010,149942262.05,445.10,26/01/2024
L'OREAL,FR0000120321,2OR,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,445.10,26/01/2024
LA PERLA FASHION,NL0012191662,ALPER,Euronext Growth Paris,EUR,7.20,7.20,7.20,7.20,03/07/2023 09:00,CET,1,7.20,7.20,26/01/2024
LA SIA,IT0005555468,LASIA,Euronext Growth Milan,EUR,7.50,7.50,7.50,7.50,25/01/2024 09:21,CET,500,3750.00,7.50,26/01/2024
LAB FARMACEUT ERFO,IT0005497885,ERFO,Euronext Growth Milan,EUR,1.16,1.26,1.16,1.165,26/01/2024 17:35,CET,9000,10685.00,1.165,26/01/2024
LABO EUROMEDIS,FR0000075343,ALEMG,Euronext Growth Paris,EUR,5.12,5.12,5.04,5.04,26/01/2024 15:32,CET,365,1856.54,5.04,26/01/2024
LACROIX GROUP,FR0000066607,LACR,Euronext Paris,EUR,30.60,30.70,29.90,30.20,26/01/2024 17:35,CET,898,27227.70,30.20,26/01/2024
LAGARDERE SA,FR0000130213,MMB,Euronext Paris,EUR,18.00,18.20,17.96,17.96,26/01/2024 17:35,CET,10418,187811.48,17.96,26/01/2024
LAM RESEARCH,US5128071082,4LRCX,EuroTLX,EUR,789.00,799.60,789.00,799.60,25/01/2024 15:09,CET,201,160699.00,783.90,26/01/2024
LAM RESEARCH,US5128071082,2LRCX,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,783.80,26/01/2024
LAM RESEARCH,US5128071082,1LRCX,Euronext Global Equity Market,EUR,785.70,821.10,785.70,821.10,25/01/2024 16:46,CET,14,11246.10,783.80,26/01/2024
LANDI RENZO,IT0004210289,LNDR,Euronext Milan,EUR,0.429,0.43,0.4185,0.423,26/01/2024 17:09,CET,58315,24763.226,0.423,26/01/2024
LANSON-BCC,FR0004027068,ALLAN,Euronext Growth Paris,EUR,40.60,41.00,39.90,41.00,26/01/2024 17:26,CET,875,35409.40,41.00,26/01/2024
LANXESS,DE0005470405,1LXS,Euronext Global Equity Market,EUR,25.50,25.50,25.50,25.50,17/01/2024 12:05,CET,150,3825.00,26.74,26/01/2024
LANXESS,DE0005470405,2LXS,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,26.74,26/01/2024
LANXESS,DE0005470405,4LXS,EuroTLX,EUR,23.87,23.87,23.87,23.87,17/11/2023 12:40,CET,75,1790.25,26.74,26/01/2024
LARGO,FR0013308582,ALLGO,Euronext Growth Paris,EUR,2.30,2.30,2.12,2.22,26/01/2024 17:12,CET,13288,28844.68,2.22,26/01/2024
LATECOERE,FR001400JY13,LAT,Euronext Paris,EUR,0.0173,0.0178,0.0173,0.0174,26/01/2024 17:35,CET,1612717,28285.1425,0.0174,26/01/2024
LAURENT-PERRIER,FR0006864484,LPE,Euronext Paris,EUR,125.50,128.50,125.00,125.00,26/01/2024 17:35,CET,103,13126.00,125.00,26/01/2024
LAVIDE HOLDING,NL0010545679,LVIDE,Euronext Amsterdam,EUR,0.22,0.22,0.21,0.22,26/01/2024 15:02,CET,14900,3179.818,0.22,26/01/2024
LDC,FR0013204336,LOUP,Euronext Paris,EUR,132.50,136.00,130.50,135.50,26/01/2024 17:35,CET,1472,196523.00,135.50,26/01/2024
LEA BANK,NO0010167331,LEA,Euronext Growth Oslo,NOK,7.70,7.70,7.54,7.68,26/01/2024 11:53,CET,7411,56535.32,7.68,26/01/2024
LEBON,FR0000121295,ALBON,Euronext Growth Paris,EUR,91.80,92.20,91.80,92.20,26/01/2024 14:06,CET,57,5243.40,92.20,26/01/2024
LECTRA,FR0000065484,LSS,Euronext Paris,EUR,31.65,32.95,31.55,32.90,26/01/2024 17:35,CET,27885,898881.05,32.90,26/01/2024
LECTRA NV24,FR001400MMI2,LSSNV,Euronext Paris,EUR,-,-,-,-,-,CET,-,-,31.25,26/01/2024
LEG IMMOBILIEN,DE000LEG1110,2LEG,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,74.52,26/01/2024
LEG IMMOBILIEN,DE000LEG1110,1LEG,Euronext Global Equity Market,EUR,72.96,72.96,72.96,72.96,12/12/2023 11:07,CET,540,39398.40,74.52,26/01/2024
LEG IMMOBILIEN,DE000LEG1110,4LEG,EuroTLX,EUR,-,-,-,60.80,07/09/2023 00:00,CET,-,-,74.58,26/01/2024
LEGRAND,FR0010307819,LR,Euronext Paris,EUR,90.32,91.04,89.52,90.34,26/01/2024 17:35,CET,553550,50021142.50,90.34,26/01/2024
LEGRAND,FR0010307819,2LR,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,90.34,26/01/2024
LEMON SISTEMI,IT0005573438,LS,Euronext Growth Milan,EUR,2.26,2.26,2.03,2.13,26/01/2024 17:29,CET,71000,150230.00,2.13,26/01/2024
LEONARDO,IT0003856405,LDO,Euronext Milan,EUR,16.40,16.42,16.035,16.125,26/01/2024 17:35,CET,1891535,30588958.08,16.125,26/01/2024
LEONARDO,IT0003856405,2LDO,Trading After Hours,EUR,16.16,16.175,16.11,16.165,26/01/2024 20:29,CET,5260,84991.79,16.16,26/01/2024
LEONE FILM GROUP,IT0004973696,LFG,Euronext Growth Milan,EUR,1.84,1.86,1.82,1.82,26/01/2024 15:24,CET,12300,22650.00,1.82,26/01/2024
LEPERMISLIBRE,FR001400F2Z1,ALLPL,Euronext Growth Paris,EUR,0.84,0.85,0.8351,0.85,26/01/2024 16:33,CET,362,307.4316,0.85,26/01/2024
LERØY SEAFOOD GP,NO0003096208,LSG,Oslo Børs,NOK,41.68,42.18,41.12,41.86,26/01/2024 16:25,CET,870181,36253552.80,41.86,26/01/2024
LES HOTELS BAVEREZ,FR0007080254,ALLHB,Euronext Growth Paris,EUR,55.00,55.00,55.00,55.00,26/01/2024 11:30,CET,17,935.00,55.00,26/01/2024
LEVI STRAUSS & CO,US52736R1023,1LEVI,Euronext Global Equity Market,EUR,13.78,13.78,13.10,13.75,25/01/2024 11:49,CET,400,5370.68,14.27,26/01/2024
LEVI STRAUSS & CO,US52736R1023,4LEVI,EuroTLX,EUR,-,-,-,13.74,07/09/2023 00:00,CET,-,-,14.44,26/01/2024
LEVI STRAUSS&CO,US52736R1023,2LEVI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,14.27,26/01/2024
LEXIBOOK LINGUIST.,FR0000033599,ALLEX,Euronext Growth Paris,EUR,3.185,3.33,3.15,3.30,26/01/2024 17:36,CET,26506,85787.625,3.30,26/01/2024
LHYFE,FR0014009YQ1,LHYFE,Euronext Paris,EUR,4.81,4.81,4.62,4.65,26/01/2024 17:35,CET,10560,50013.225,4.65,26/01/2024
LIFECARE,NO0010591191,LIFE,Euronext Growth Oslo,NOK,3.90,4.02,3.87,3.94,26/01/2024 16:25,CET,168156,665227.86,3.94,26/01/2024
LINDBERGH,IT0005469272,LDB,Euronext Growth Milan,EUR,2.44,2.48,2.40,2.42,26/01/2024 16:58,CET,24000,58770.00,2.42,26/01/2024
LINEDATA SERVICES,FR0004156297,LIN,Euronext Paris,EUR,58.60,58.80,58.60,58.80,26/01/2024 15:55,CET,57,3349.40,58.80,26/01/2024
LINK MOBILITY GRP,NO0010894231,LINK,Oslo Børs,NOK,19.00,19.20,18.48,19.20,26/01/2024 16:29,CET,713046,13505083.36,19.20,26/01/2024
LISGRAFICA,PTLIG0AE0002,LIG,Euronext Lisbon,EUR,0.0045,0.0045,0.0045,0.0045,25/01/2024 21:30,BST,113410,510.35,0.0045,26/01/2024
LISI,FR0000050353,FII,Euronext Paris,EUR,21.85,22.00,21.65,21.85,26/01/2024 17:35,CET,14652,319626.80,21.85,26/01/2024
LITHO FORMAS,PTLIT0AE0005,LIT,Euronext Access Lisbon,EUR,2.44,2.44,2.44,2.44,04/09/2023 15:30,BST,10,24.40,2.44,26/01/2024
LLAMA GROUP,BE0974334667,ALLAM,"Euronext Growth Paris, Brussels",EUR,0.60,0.66,0.60,0.638,26/01/2024 17:35,CET,100977,63625.492,0.638,26/01/2024
LLEIDA,ES0105089009,ALLLN,Euronext Growth Paris,EUR,0.758,0.758,0.758,0.758,26/01/2024 09:00,CET,1,0.758,0.758,26/01/2024
LNA SANTE,FR0004170017,LNA,Euronext Paris,EUR,19.60,19.78,19.42,19.54,26/01/2024 17:35,CET,1635,31936.30,19.54,26/01/2024
LOCASYSTEM INTL,FR0004155208,MLLOI,Euronext Access Paris,EUR,15.20,15.20,15.20,15.20,19/01/2024 16:30,CET,40,608.00,15.20,26/01/2024
LOCKHEED MARTIN,US5398301094,1LMT,Euronext Global Equity Market,EUR,398.70,398.70,397.30,397.30,26/01/2024 14:43,CET,56,22276.40,394.70,26/01/2024
LOCKHEED MARTIN,US5398301094,2LMT,Trading After Hours,EUR,415.90,415.90,415.80,415.80,10/01/2024 19:14,CET,16,6654.20,394.70,26/01/2024
LOCKHEED MARTIN,US5398301094,4LMT,EuroTLX,EUR,399.50,399.50,399.50,399.50,25/01/2024 15:18,CET,1,399.50,394.60,26/01/2024
LOGIC INSTRUMENT,FR0000044943,ALLOG,Euronext Growth Paris,EUR,0.86,0.892,0.822,0.89,26/01/2024 17:38,CET,65046,55850.086,0.89,26/01/2024
LOKOTECH GROUP,NO0010921299,LOKO,Euronext Growth Oslo,NOK,0.65,0.674,0.62,0.65,26/01/2024 16:16,CET,2120450,1346897.79,0.65,26/01/2024
LOMBARD ET MEDOT,FR0006205019,MLCAC,Euronext Access Paris,EUR,13.50,13.50,13.50,13.50,22/01/2024 11:30,CET,2,27.00,13.50,26/01/2024
LONGINO&CARDENAL,IT0005337073,LON,Euronext Growth Milan,EUR,2.06,2.06,2.06,2.06,26/01/2024 17:35,CET,2000,4120.00,2.06,26/01/2024
LOTTOMATICA GROUP,IT0005541336,LTMC,Euronext Milan,EUR,10.80,10.88,10.664,10.87,26/01/2024 17:35,CET,166030,1799752.418,10.87,26/01/2024
LOTUS BAKERIES,BE0003604155,LOTB,Euronext Brussels,EUR,7790.00,7850.00,7740.00,7850.00,26/01/2024 17:35,CET,383,2994580.00,7850.00,26/01/2024
LOWES COMPANIES,US5486611073,2LOW,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,195.20,26/01/2024
LOWES COMPANIES,US5486611073,1LOW,Euronext Global Equity Market,EUR,195.48,195.48,195.48,195.48,26/01/2024 16:34,CET,5,977.40,195.20,26/01/2024
LOWES COMPANIES,US5486611073,4LOW,EuroTLX,EUR,182.02,182.02,182.02,182.02,01/12/2023 14:57,CET,10,1820.20,195.10,26/01/2024
LPKF LASER & ELECT,DE0006450000,1LPK,Euronext Global Equity Market,EUR,9.20,9.20,9.20,9.20,18/01/2024 10:05,CET,100,920.00,9.85,26/01/2024
LPKF LASER & ELECT,DE0006450000,4LPK,EuroTLX,EUR,9.925,9.925,9.925,9.925,26/01/2024 16:19,CET,30,297.75,9.86,26/01/2024
LPKF LASER&ELECT,DE0006450000,2LPK,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,9.85,26/01/2024
LUCASBOLS,NL0010998878,BOLS,Euronext Amsterdam,EUR,17.85,17.85,17.80,17.80,26/01/2024 17:28,CET,11265,200770.15,17.80,26/01/2024
LUCIBEL,FR0011884378,ALUCI,Euronext Growth Paris,EUR,0.588,0.588,0.53,0.541,26/01/2024 17:35,CET,126757,68764.389,0.541,26/01/2024
LUCISANO MEDIA G,IT0004522162,LMG,Euronext Growth Milan,EUR,1.24,1.25,1.21,1.21,26/01/2024 12:58,CET,4400,5432.00,1.21,26/01/2024
LUMEN TECHNOLOGIES,US5502411037,4CYTH,EuroTLX,EUR,-,-,-,1.675,07/09/2023 00:00,CET,-,-,1.40,26/01/2024
LUMEN TECHNOLOGIES,US5502411037,2CYTH,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,1.405,26/01/2024
LUMEN TECHNOLOGIES,US5502411037,1CYTH,Euronext Global Equity Market,EUR,1.59,1.59,1.59,1.59,09/01/2024 10:29,CET,3700,5883.00,1.405,26/01/2024
LUMENTUM HOLDINGS,US55024U1097,1LITE,Euronext Global Equity Market,EUR,-,-,-,-,-,CET,-,-,51.95,26/01/2024
LUMENTUM HOLDINGS,US55024U1097,4LITE,EuroTLX,EUR,-,-,-,43.98,07/09/2023 00:00,CET,-,-,52.00,26/01/2024
